MAKE,year,Mileage,engine cc,selling_price
MARUTI,2005,19.7,796,85000
TATA,2006,17.88,1396,67500
MARUTI,2016,24.3,1248,700000
VOLKSWAGEN,2010,22.07,1199,275000
HYUNDAI,2019,18.9,1197,600000
MAHINDRA,2011,13,2489,250000
MAHINDRA,2016,15.96,2523,600000
FIAT,2010,20.4,1248,200000
HYUNDAI,2015,24,1120,425000
MARUTI,2012,19.3,1248,420000
HYUNDAI,2012,23,1396,321000
MAHINDRA,2012,14,2498,350000
HONDA,2017,17.8,1198,490000
MAHINDRA,2015,15.4,2523,680000
MARUTI,2016,23.95,998,298000
MAHINDRA,2011,13.5,2179,450000
TATA,2012,22.3,1248,250000
FORD,2013,12.8,2953,1075000
HYUNDAI,2017,18.9,1197,500000
FORD,2019,19,1194,681000
MAHINDRA,2014,15.1,2179,650000
CHEVROLET,2008,15.26,1150,80000
MAHINDRA,2009,13.6,2523,290000
MAHINDRA,2006,10.5,2179,220000
HYUNDAI,2009,0,1086,120000
DATSUN,2017,22.7,799,229999
MAHINDRA,2003,13.6,2523,150000
MARUTI,2014,19.1,1197,500000
TATA,2013,19.09,1396,175000
FORD,2019,19,1194,720000
MARUTI,2012,16.1,796,100000
HONDA,2009,12.9,1799,250000
MAHINDRA,2014,15.1,2179,810000
MARUTI,2010,19.7,796,165000
CHEVROLET,2016,12.2,1994,409999
MARUTI,2013,22.9,1248,430000
DATSUN,2015,20.62,1198,300000
MARUTI,2011,19.3,1248,350000
RENAULT,2018,23.01,999,400000
CHEVROLET,2016,18.2,1248,420000
MARUTI,2015,20.51,998,430000
MARUTI,2017,20.4,1197,573000
HYUNDAI,2015,21.1,814,210000
RENAULT,2015,19.01,1461,600000
HONDA,2008,17.7,1497,150000
TATA,2019,20.3,1199,550000
MARUTI,2011,19.3,1248,320000
MARUTI,2000,16.1,796,80000
HONDA,2019,27.4,1498,800000
MARUTI,2013,16.02,1373,500000
TATA,2011,18.8,1248,229999
MARUTI,2013,16.02,1373,500000
HYUNDAI,2015,18.6,1197,630000
MARUTI,2016,16.8,796,190000
TATA,2011,18.8,1248,229999
MAHINDRA,2011,13.6,2523,450000
MARUTI,2008,19.7,796,95000
MARUTI,2009,19.7,796,101000
HONDA,2016,25.8,1498,500000
TOYOTA,2014,12.99,2494,1019999
HYUNDAI,2012,21.1,814,244000
MARUTI,2013,20.51,998,250000
MARUTI,2016,21.4,1197,660000
HYUNDAI,2010,18.5,1197,270000
MARUTI,2012,23.2,1248,280000
HYUNDAI,2017,19.67,1582,1050000
MARUTI,2017,20.85,1197,525000
HYUNDAI,2017,23.9,1582,850000
MAHINDRA,2016,16,1997,1165000
MARUTI,2012,18.6,1197,345000
HYUNDAI,2007,17.8,1086,95000
MARUTI,2015,22.74,796,241000
MARUTI,2015,22.74,796,235000
FORD,2015,22.77,1498,615000
MAHINDRA,2014,20.8,1461,350000
MARUTI,2014,20.51,998,350000
MARUTI,2014,20.51,998,380000
TATA,2017,14.07,2956,400000
MARUTI,2010,19,998,220000
TATA,2008,14.4,2179,270000
MARUTI,2012,18.5,1197,275000
TATA,2009,17,1405,125000
HYUNDAI,2015,19.81,1086,360000
HYUNDAI,2019,18.9,1197,550000
FORD,2011,16.6,1388,200000
MAHINDRA,2016,18.15,1198,327000
HYUNDAI,2016,19.81,1086,425000
MARUTI,2017,28.4,1248,620000
TATA,2011,18.4,1248,130000
MARUTI,2009,19.7,796,120000
MAHINDRA,2011,12.05,2179,400000
HYUNDAI,2007,16.8,1493,185000
HYUNDAI,2015,20.3,998,204999
MARUTI,2017,28.4,1248,625000
MARUTI,2013,20.77,1248,600000
TATA,2011,12.8,1396,150000
RENAULT,2017,23.01,999,300000
CHEVROLET,2013,18.2,1199,229999
MARUTI,2018,16.8,796,220000
HYUNDAI,2016,18.6,1197,576000
RENAULT,2016,25.17,799,265000
HYUNDAI,2011,22.32,1582,300000
TATA,2017,24.7,1047,420000
MARUTI,2015,20.77,1248,750000
RENAULT,2017,25.17,799,290000
HYUNDAI,2011,21.1,814,160000
MARUTI,2017,26.59,1248,695000
TOYOTA,2015,21.43,1364,1050000
HYUNDAI,2013,18.5,1197,400000
HYUNDAI,2016,18.6,1197,500000
TATA,2010,21.12,1248,150000
MAHINDRA,2016,14.02,2179,400000
TATA,2010,17,1405,120000
MAHINDRA,2014,14.02,2179,480000
TATA,2013,19.09,1405,200000
FORD,2012,17.8,1399,300000
MARUTI,2015,23.1,998,350000
RENAULT,2019,20,999,580000
CHEVROLET,2012,25.44,936,200000
MAHINDRA,2016,11,2179,750000
RENAULT,2016,25.17,799,261000
CHEVROLET,2015,18.2,1199,371000
MAHINDRA,2010,13.6,2523,320000
TATA,2012,19.09,1396,204999
HYUNDAI,2003,13.2,1495,110000
FORD,2009,17.7,1399,150000
MAHINDRA,2016,15.96,2523,625000
MAHINDRA,2017,15.4,1997,1300000
SKODA,2015,20.6,1968,900000
FORD,2010,20,1399,180000
MAHINDRA,2010,13.6,2523,421000
TATA,2012,19.09,1396,204999
HONDA,2017,25.5,1498,900000
HONDA,2006,17.7,1497,165000
HYUNDAI,2010,21.9,1396,270000
MARUTI,2017,24.3,1248,750000
HYUNDAI,2019,18.6,1197,750000
MARUTI,2002,16.1,796,40000
FORD,2011,20,1399,190000
TOYOTA,2009,12.8,2494,395000
TOYOTA,2010,11.5,2982,800000
HYUNDAI,2011,17,1197,315000
AUDI,2014,16.55,1968,1600000
TOYOTA,2013,23.59,1364,409999
HYUNDAI,2018,18.9,1197,580000
HYUNDAI,2013,18.5,1197,340000
HYUNDAI,2015,21.1,814,270000
TATA,2017,22.95,1248,280000
TATA,2012,22.3,1248,130000
HYUNDAI,2014,21.1,814,260000
HYUNDAI,2018,24,1186,710000
MARUTI,2013,15.1,1196,204999
DATSUN,2017,20.62,1198,300000
MARUTI,2009,19.3,1248,180000
MAHINDRA,2016,18.49,1493,700000
HYUNDAI,2012,21.9,1396,320000
MARUTI,2020,22.05,796,370000
RENAULT,2018,25.17,799,340000
MARUTI,2019,19.01,1462,1040000
HYUNDAI,2018,21.19,1396,750000
MAHINDRA,2018,18.49,2179,600000
MAHINDRA,2016,15.96,2523,550000
TOYOTA,2013,12.99,2494,600000
TATA,2017,24.7,1047,550000
HONDA,2015,25.1,1498,750000
HYUNDAI,2019,20.3,1086,450000
MARUTI,2012,20.77,1248,400000
MARUTI,2016,25.2,1248,520000
MARUTI,2013,20.2,998,199000
CHEVROLET,2012,25.44,936,150000
HYUNDAI,2016,21.19,1396,540000
MARUTI,2011,21.5,1248,250000
MARUTI,2010,18.9,1061,200000
TATA,2011,25,1396,130000
MARUTI,2007,16.1,796,90000
HYUNDAI,2012,22.32,1582,450000
HYUNDAI,2009,18.1,1493,280000
TATA,2007,13.93,2956,280000
MARUTI,2006,17.3,993,120000
MARUTI,2008,17.8,1248,290000
HYUNDAI,2019,22.1,1396,1000000
MARUTI,2012,19.3,1248,415000
MARUTI,2012,23.4,1248,415000
CHEVROLET,2015,25.44,936,240000
TATA,2010,18.4,1248,250000
FORD,2011,20,1399,175000
HYUNDAI,2008,16.8,1493,220000
MARUTI,2003,20.8,1527,85000
MARUTI,2019,21.21,1197,675000
RENAULT,2016,19.87,1461,535000
RENAULT,2019,20,999,675000
MARUTI,2016,24.3,1248,800000
MARUTI,2012,20.77,1248,425000
MARUTI,2011,15.37,1196,150000
MARUTI,2007,18.2,1061,90000
MAHINDRA,2015,15.1,2179,850000
TOYOTA,2008,12.8,2494,330000
HYUNDAI,2017,22.54,1396,850000
MAHINDRA,2008,13.6,2523,305000
TOYOTA,2013,12.99,2494,910000
TOYOTA,2012,12.8,2494,1100000
MARUTI,2019,21.4,1197,675000
MARUTI,2010,19.7,796,150000
MARUTI,2015,25.2,1248,550000
VOLKSWAGEN,2012,20.54,1598,350000
MARUTI,2012,23.2,1248,300000
TOYOTA,2018,11.36,2755,1745000
MAHINDRA,2014,14,2523,611000
HONDA,2016,19.4,1198,400000
HYUNDAI,2013,22.7,1582,700000
CHEVROLET,2013,22.1,1248,300000
HYUNDAI,2005,15.3,1341,65000
MARUTI,2011,18.9,998,200000
HYUNDAI,2015,22.54,1396,650000
HYUNDAI,2015,22.54,1396,650000
VOLKSWAGEN,2013,22.07,1199,350000
TATA,2011,17.88,1396,75000
MARUTI,2010,17.5,1298,240000
MARUTI,2013,20.92,998,240000
TATA,2011,18.4,1248,180000
HYUNDAI,2014,13.01,2199,900000
MAHINDRA,2014,18.06,2523,425000
CHEVROLET,2009,18,995,95000
MARUTI,2018,28.4,1248,811000
HYUNDAI,2018,17,1591,1100000
CHEVROLET,2013,13.58,2499,600000
MARUTI,2014,20.77,1248,550000
MAHINDRA,2015,15.4,2179,715000
TATA,2006,16.1,1405,100000
MAHINDRA,2013,14,2523,500000
MARUTI,2013,20.51,998,350000
TATA,2008,16.8,1405,100000
TATA,2012,13.93,2179,325000
MARUTI,2012,18.9,998,220000
MARUTI,1999,16.1,796,55000
RENAULT,2016,25.17,799,330000
MAHINDRA,2014,15.96,2523,480000
MARUTI,2018,25.1,1248,950000
HYUNDAI,2011,16.2,1493,300000
HYUNDAI,2006,13.9,1599,170000
TOYOTA,2013,12.99,2494,850000
TATA,2019,24.7,1047,900000
TOYOTA,2015,12.99,2494,1325000
FORD,2012,17.8,1399,350000
FORD,2012,20,1399,425000
FORD,2016,26.1,1498,600000
FORD,2014,22.7,1498,750000
FORD,2012,17.8,1399,450000
FORD,2010,25.5,1498,325000
MAHINDRA,2013,15.1,2179,900000
FORD,2013,22.77,1498,600000
HYUNDAI,2019,17,1591,1100000
TATA,2017,23.84,1199,520000
MAHINDRA,2015,15.4,2179,885000
TATA,2018,21.5,1497,950000
HONDA,2008,17,1497,229999
MARUTI,2013,23.2,1248,409999
FORD,2011,17.8,1399,300000
TATA,2008,16.8,1405,175000
MARUTI,2000,19.7,796,108000
MARUTI,2017,23.1,998,425000
CHEVROLET,2011,16.52,1991,272000
HYUNDAI,2013,19.81,1086,310000
HYUNDAI,2017,21.38,1396,1125000
HYUNDAI,2014,19.1,1197,450000
VOLKSWAGEN,2011,22.07,1199,388000
HYUNDAI,2011,16.2,1599,400000
HONDA,2015,25.1,1498,760000
MARUTI,2009,19.7,796,120000
MARUTI,2019,28.4,1248,757000
MARUTI,2015,22.74,796,270000
TATA,2011,13.55,2179,250000
TOYOTA,2011,12.8,2494,800000
TOYOTA,2014,13,2982,1380000
MAHINDRA,2014,16.55,2498,700000
HONDA,2016,24.2,1498,450000
MAHINDRA,2018,18.15,1198,650000
MAHINDRA,2013,15.1,2179,950000
TOYOTA,2007,12.8,2494,626000
MARUTI,2019,21.21,1197,600000
RENAULT,2019,25.17,799,290000
MARUTI,2013,20.92,998,215000
RENAULT,2016,25.17,799,250000
MARUTI,2017,24.52,1248,750000
MARUTI,2016,23.95,998,250000
HONDA,2017,15.4,1497,950000
FORD,2018,25.83,1498,793000
HYUNDAI,2015,19.67,1582,750000
HONDA,2017,18.2,1199,725000
HYUNDAI,2016,24,1120,480000
BMW,2013,11.2,2993,3750000
MARUTI,2018,21.21,1197,795000
HONDA,2016,18.7,1199,625000
MERCEDES,2016,13,2143,2900000
MARUTI,2017,26.8,1248,625000
CHEVROLET,2011,18.1,1991,440000
TOYOTA,2018,14.28,1798,1400000
TOYOTA,2017,14.53,1794,1450000
MERCEDES,2017,17.9,2143,2700000
TOYOTA,2019,11.36,2755,1925000
KIA,2020,17.8,1493,1900000
MARUTI,2017,28.09,1248,844999
SKODA,2016,21.66,1498,650000
MARUTI,2018,22,1197,750000
BMW,2018,17.09,2993,6000000
HONDA,2015,18.7,1199,610000
TOYOTA,2018,12.9,2755,2940000
HYUNDAI,2017,19.67,1582,1150000
TOYOTA,2016,11.36,2755,1825000
HYUNDAI,2018,17.4,1197,890000
JAGUAR,2017,13.6,1999,2625000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
JAGUAR,2017,13.6,1999,2625000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
JAGUAR,2017,13.6,1999,2625000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
JAGUAR,2017,13.6,1999,2625000
LEXUS,2019,22.37,2487,5150000
JAGUAR,2017,19.33,1999,3200000
TATA,2015,14.1,2179,503000
VOLVO,2019,18,1969,3800000
TOYOTA,2016,19.16,2494,2000000
MARUTI,2013,21.79,998,225000
MARUTI,2018,27.39,1248,740000
HONDA,2016,18.2,1199,550000
TOYOTA,2013,12.99,2494,750000
MARUTI,2019,22,1197,650000
TOYOTA,2017,16.78,1496,625000
MARUTI,2018,22,1197,600000
HYUNDAI,2017,24,1186,450000
BMW,2019,16.78,1995,5400000
BMW,2019,16.78,1995,5500000
HONDA,2019,19,1199,779000
SKODA,2016,14.3,1598,645000
VOLVO,2018,16.8,1984,2475000
TATA,2017,25,1396,385000
MARUTI,2016,23.1,998,400000
HYUNDAI,2018,24,1186,550000
CHEVROLET,2010,14.8,2499,270000
TATA,2013,19.09,1396,200000
RENAULT,2016,25.17,799,310000
HYUNDAI,2019,25.4,1186,700000
CHEVROLET,2015,22.1,1248,480000
MARUTI,2005,19.7,796,90000
MARUTI,2005,19.7,796,80000
MARUTI,2015,23.2,1248,350000
MARUTI,2017,23.65,1248,600000
MAHINDRA,2011,13.5,2179,350000
MARUTI,2018,24.3,1248,770000
MAHINDRA,2012,21.03,1461,350000
MAHINDRA,2011,12.05,2179,600000
MAHINDRA,2016,18.49,1493,750000
MARUTI,2016,20.51,998,340000
HYUNDAI,2018,18.6,1197,650000
HYUNDAI,2014,20.36,1197,300000
MARUTI,2014,22.74,796,204999
MAHINDRA,2012,20.8,1461,254999
FORD,2017,18.16,1196,650000
HYUNDAI,2017,21.1,814,280000
TATA,2011,17.2,1396,100000
CHEVROLET,2014,13.58,2499,575000
MARUTI,2017,24.3,1248,780000
MAHINDRA,2013,15.96,2523,467000
MAHINDRA,2015,15.4,2179,1050000
HYUNDAI,2011,19.81,1086,225000
MAHINDRA,2012,21.03,1461,260000
CHEVROLET,2009,16,995,90000
FORD,2012,20,1399,280000
MAHINDRA,2014,20.8,1461,350000
MAHINDRA,2006,10.5,2179,229999
MAHINDRA,2016,15.96,2523,550000
TOYOTA,2013,12.99,2494,850000
MAHINDRA,2011,13.6,2523,370000
MARUTI,2013,20.92,998,250000
MARUTI,2007,19.7,796,95000
MARUTI,2010,18.9,1061,180000
MAHINDRA,2016,17.45,1493,650000
HYUNDAI,2018,25.4,1186,530000
MARUTI,2017,22,1197,610000
MAHINDRA,2010,14,2498,265000
TATA,2018,23.84,1199,560000
MAHINDRA,2014,15.96,2523,430000
MARUTI,2017,28.4,1248,711000
MARUTI,2015,20.85,1197,511000
MAHINDRA,2012,15.96,2523,450000
TATA,2015,17.57,1193,325000
RENAULT,2013,21.64,1461,434999
FORD,2010,20,1399,210000
MARUTI,2007,15,1586,160000
MARUTI,2017,17.5,1373,650000
HYUNDAI,2014,18.6,1197,320000
RENAULT,2017,23.01,999,290000
TATA,2013,25.4,624,80000
TATA,2017,14.1,2179,1100000
MARUTI,2015,26.21,1248,600000
RENAULT,2017,25.17,799,340000
TOYOTA,2014,12.99,2494,750000
MARUTI,2006,19.7,796,100000
RENAULT,2019,25.17,799,395000
MARUTI,2010,18.9,1061,200000
MAHINDRA,2012,13.87,1390,180000
MAHINDRA,2008,13.6,2523,190000
MARUTI,2015,15.37,1196,310000
MARUTI,2014,23.2,1248,351000
CHEVROLET,2006,17.4,1599,190000
HYUNDAI,2015,21.1,814,225000
CHEVROLET,2012,16.2,995,130000
MARUTI,2018,28.09,1248,1000000
TATA,2004,16.8,1405,55000
CHEVROLET,2014,18.2,1199,330000
MARUTI,2013,16.8,796,166000
MAHINDRA,2013,14,2498,200000
MARUTI,2011,20.92,998,140000
HYUNDAI,2019,17.4,1197,720000
HYUNDAI,2015,21.19,1396,500000
HYUNDAI,2019,20.14,1197,570000
MARUTI,2010,17.5,1197,210000
MARUTI,2009,19.7,796,120000
HYUNDAI,2005,15.3,1341,95000
HYUNDAI,2010,16.95,1197,196000
MARUTI,2016,15.37,1196,392000
TATA,2010,15,1368,150000
HONDA,2017,15.4,1497,595000
MARUTI,2018,24.3,1248,833000
MARUTI,2011,22.9,1248,280000
MARUTI,2003,16.1,796,35000
MARUTI,2009,21.1,1248,180000
MARUTI,2012,18.9,998,225000
MERCEDES,2012,14.84,2143,1400000
HYUNDAI,2009,23,1396,340000
TOYOTA,2010,12.8,2494,550000
MARUTI,2017,20.51,998,400000
HYUNDAI,2006,15.3,1341,90000
MARUTI,2015,28.09,1248,650000
TOYOTA,2012,12.99,2494,730000
CHEVROLET,2010,15.26,1150,125000
HYUNDAI,2006,15.3,1341,81000
MARUTI,2007,16.1,1298,170000
HONDA,2002,13,1493,81000
MARUTI,2005,19.7,796,95000
TATA,2010,26,624,55000
RENAULT,2017,19.98,1461,880000
RENAULT,2015,25.17,799,200000
MARUTI,2019,20.52,1197,480000
MAHINDRA,2013,15.96,2523,480000
HYUNDAI,2018,18.6,1197,700000
HONDA,2016,21.9,1498,850000
TATA,2012,23.57,1396,300000
HYUNDAI,2017,18.6,1197,650000
MARUTI,2010,21.1,1197,220000
TATA,2014,19.09,1405,300000
MARUTI,2014,23.4,1248,450000
MARUTI,2014,25.2,1248,400000
MARUTI,2018,25.1,1248,1030000
TATA,2010,18.8,1248,190000
FORD,2006,16.6,1388,140000
HYUNDAI,2018,21.19,1396,800000
MAHINDRA,2007,10.5,2609,229999
TATA,2011,13.93,2179,300000
VOLKSWAGEN,2011,20.54,1598,375000
CHEVROLET,2010,18.6,1199,140000
MARUTI,2004,19.7,796,60000
HYUNDAI,2014,24.4,1120,420000
RENAULT,2012,23.08,1461,300000
TATA,2012,22.3,1248,150000
FORD,2015,22.77,1498,600000
FORD,2011,20,1399,204999
HYUNDAI,2017,25.4,1186,625000
FIAT,2011,20.5,1248,280000
HYUNDAI,2014,13.01,2199,1050000
CHEVROLET,2009,12.9,1598,250000
TATA,2010,11.57,2179,535000
HONDA,2009,11.7,2354,400000
MARUTI,2019,21.21,1197,610000
MARUTI,2014,23.4,1248,509999
TATA,2014,14,2179,521000
MARUTI,2014,23.4,1248,511000
HYUNDAI,2014,22.54,1396,451000
HYUNDAI,2009,20.36,1197,170000
MARUTI,2013,23.4,1248,450000
HONDA,2011,17,1497,375000
MARUTI,2016,22.74,796,305000
RENAULT,2016,25.17,799,315000
CHEVROLET,2016,22.1,1248,250000
FORD,2012,20,1399,200000
FORD,2018,23,1498,950000
RENAULT,2012,19.01,1461,400000
MARUTI,2014,22.9,1248,509999
HONDA,2008,13.5,1799,375000
MARUTI,2005,18.9,998,150000
MARUTI,2006,18.9,998,75000
HYUNDAI,2015,17.43,1396,465000
HYUNDAI,2019,24,1186,700000
MAHINDRA,2015,15.4,1997,950000
HYUNDAI,2017,18.6,1197,610000
MARUTI,2014,22.74,796,235000
MARUTI,2017,15.37,1196,330000
NISSAN,2014,20.45,1461,472000
MARUTI,2019,21.21,1197,585000
MAHINDRA,2018,23.5,909,500000
MARUTI,2019,23.95,998,360000
MARUTI,2016,26.59,1248,649000
MARUTI,2017,16.8,796,200000
HYUNDAI,2014,24,1120,400000
MARUTI,2015,27.62,793,250000
MAHINDRA,2018,17.3,1497,1200000
MARUTI,2009,17.8,1248,250000
TOYOTA,2013,12.99,2494,819999
MAHINDRA,2014,15.1,2179,800000
FORD,2013,18.88,999,429000
HYUNDAI,2010,17.92,1086,150000
CHEVROLET,2012,25.44,936,170000
HONDA,2014,19.4,1198,335000
HYUNDAI,2015,18.9,1197,465000
RENAULT,2013,19.01,1461,360000
HYUNDAI,2018,25.4,1186,570000
RENAULT,2012,19.01,1461,350000
MARUTI,2017,17.5,1373,700000
RENAULT,2012,19.01,1461,375000
HYUNDAI,2013,21.9,1396,325000
VOLKSWAGEN,2011,20.54,1598,260000
MARUTI,2009,19.7,796,130000
TATA,2008,11.57,2179,150000
HYUNDAI,2014,17.92,1086,220000
HYUNDAI,2014,20.36,1197,275000
MARUTI,2017,25.2,1248,455000
HYUNDAI,2017,18.6,1197,570000
VOLKSWAGEN,2013,20.54,1598,330000
TOYOTA,2018,13.68,2393,1576000
MARUTI,2012,20.77,1248,450000
HYUNDAI,2014,21.1,814,250000
HYUNDAI,2010,20.36,1197,165000
MAHINDRA,2013,11.18,2696,800000
HONDA,2018,18.7,1199,680000
TATA,2017,20.3,1199,525000
HONDA,2016,16.8,1497,825000
MARUTI,2017,25.1,1248,750000
MAHINDRA,2017,15.4,2179,950000
MAHINDRA,2017,15.4,2179,950000
HYUNDAI,2017,21.9,1396,675000
TATA,2019,23.84,1199,490000
MAHINDRA,2018,18.49,1493,775000
HONDA,2009,17,1497,350000
HONDA,2016,19.4,1198,475000
MAHINDRA,2017,15.4,2179,950000
HONDA,2010,17.4,1497,350000
MARUTI,2016,21.79,998,400000
MARUTI,2001,16.1,796,75000
FORD,2017,22.7,1498,850000
MARUTI,2008,18.9,998,175000
MAHINDRA,2014,15.96,2523,570000
RENAULT,2013,19.01,1461,525000
HYUNDAI,2012,20.36,1197,270000
HYUNDAI,2019,20.3,1086,434999
HYUNDAI,2015,18.6,1197,495000
HYUNDAI,2016,22.54,1396,575000
HYUNDAI,2017,20.14,1197,600000
HYUNDAI,2015,17.01,1591,700000
HONDA,2014,26,1498,560000
MAHINDRA,2005,13.6,2523,250000
SKODA,2013,15,1598,409999
NISSAN,2016,19.87,1461,495000
HYUNDAI,2014,18.6,1197,470000
HONDA,2013,24.7,1498,350000
TOYOTA,2020,13.68,2393,1560000
HONDA,2015,18.7,1199,480000
TOYOTA,2013,23.59,1364,270000
MAHINDRA,2018,21,1498,660000
MARUTI,2017,20.89,1197,490000
MARUTI,2017,24.3,1248,800000
NISSAN,2011,16.95,1498,350000
FORD,2011,17.8,1399,170000
TATA,2011,18,1248,125000
MARUTI,2012,19.3,1248,400000
NISSAN,2011,16.95,1498,250000
FIAT,2010,20.4,1248,190000
MARUTI,2010,19.7,796,125000
JEEP,2017,16.3,1956,1950000
AUDI,2011,12.8,1968,1300000
TOYOTA,2010,12.8,2494,786000
MARUTI,2015,20.51,998,335000
MARUTI,2009,18.9,1061,114999
VOLKSWAGEN,2012,22.07,1199,229999
HYUNDAI,2017,22.54,1396,731000
HYUNDAI,2012,22.32,1582,395000
MARUTI,2015,26.59,1248,500000
HYUNDAI,2014,21.1,814,220000
FORD,2013,20,1399,240000
HYUNDAI,2010,23,1396,215000
MARUTI,2012,22.9,1248,400000
MARUTI,2012,19,998,191000
MAHINDRA,2013,14,2498,351000
TATA,2015,21.9,624,250000
HYUNDAI,2009,18.1,1493,210000
TOYOTA,2011,17.6,1496,300000
FORD,2017,25.83,1498,700000
HYUNDAI,2010,11.8,1991,500000
MARUTI,2002,16.1,796,120000
HYUNDAI,2019,22.54,1396,850000
HONDA,2017,25.5,1498,770000
HONDA,2007,13.5,1799,245000
MARUTI,2012,20.92,998,250000
HYUNDAI,2016,21.19,1396,651000
HONDA,2013,16.8,1497,480000
MARUTI,2015,25.2,1248,470000
HONDA,2016,27.3,1498,500000
BMW,2011,19.62,1998,1075000
MARUTI,2016,25.1,1248,690000
MARUTI,2018,20.89,1197,480000
MARUTI,2013,28.4,1248,450000
MARUTI,2018,24.3,1248,770000
MAHINDRA,2015,21,1498,445000
HYUNDAI,2018,18.6,1197,700000
MARUTI,2014,20.77,1248,560000
FORD,2013,21.7,1498,475000
HONDA,2014,27.4,1498,465000
MARUTI,2017,23.4,1248,520000
TATA,2011,15,1368,225000
MARUTI,2015,16.02,1373,700000
MARUTI,2017,24.3,1248,780000
HONDA,2006,17.7,1497,93150
MAHINDRA,2016,17.21,1493,403000
HYUNDAI,2009,19.81,1086,229999
MARUTI,2016,26.59,1248,525000
MARUTI,2014,16.02,1373,560000
MAHINDRA,2020,15.1,2179,830000
MARUTI,2011,21.1,1248,250000
MAHINDRA,2014,15.96,2523,450000
MAHINDRA,2016,15.4,1997,745000
FORD,2010,20,1399,144000
MARUTI,2008,18.2,1061,120000
TATA,2008,11.57,2179,300000
MARUTI,1999,16.1,796,52000
MAHINDRA,2003,10.5,2179,300000
MAHINDRA,2009,13.6,2523,270000
CHEVROLET,2014,22.1,1248,260000
TOYOTA,2015,23.59,1364,475000
FORD,2011,20,1399,302000
MARUTI,1994,16.1,796,45000
MARUTI,2017,24.3,1248,775000
MARUTI,2015,20.77,1248,700000
MARUTI,2014,25.2,1248,530000
TATA,2017,21.5,1497,869999
HYUNDAI,2006,14.9,1991,155000
TATA,2019,23.84,1199,550000
MARUTI,2016,26.59,1248,600000
MARUTI,2012,19.3,1248,430000
TATA,2010,18.8,1248,246000
MARUTI,2003,17.3,993,120000
HYUNDAI,2014,18.6,1197,565000
HYUNDAI,2018,22.54,1396,850000
MARUTI,2006,19.7,796,160000
FIAT,2014,19.5,1248,325000
MAHINDRA,2011,12.05,2179,450000
HYUNDAI,2015,19.81,1086,310000
HONDA,2013,25.8,1498,250000
MARUTI,2015,26.59,1248,420000
HYUNDAI,2013,15,1396,330000
MARUTI,2015,20.4,1197,405000
MAHINDRA,2013,15.96,2523,400000
HONDA,2010,15.6,1497,409999
MAHINDRA,2013,15.96,2523,500000
MAHINDRA,2011,15.1,2179,590000
HYUNDAI,2007,19.81,1086,135000
MARUTI,2004,18.9,998,70000
MARUTI,2004,16.1,796,45000
MARUTI,2018,28.4,1248,650000
MARUTI,2018,20.51,998,400000
MARUTI,2017,23.95,998,350000
HYUNDAI,2017,24,1186,550000
MARUTI,2016,20.51,998,350000
MARUTI,2015,26.59,1248,459999
MARUTI,2012,19.7,796,185000
VOLKSWAGEN,2013,22.07,1199,550000
TOYOTA,2011,12.8,2494,900000
HONDA,2016,21.9,1498,900000
MAHINDRA,2012,15.96,2523,550000
MARUTI,2018,21.4,1197,625000
MARUTI,2017,24.7,796,310000
MARUTI,2017,28.4,1248,500000
HYUNDAI,2016,24,1120,610000
