MAKE,year,selling_price,engine cc,Mileage
HYUNDAI,2018,500000,1197,20.14
FORD,2019,700000,1194,19
SKODA ,2013,380000,1598,20.5
MAHINDRA ,2012,340000,2523,15.96
MAHINDRA ,2007,160000,2523,13.6
TOYOTA ,2014,750000,2494,12.99
HYUNDAI,2018,531000,1197,18.9
RENAULT ,2017,300000,999,23.01
VOLKSWAGEN,2014,350000,1498,20.14
CHEVROLET ,2010,150000,1199,18.6
MARUTI ,2015,450000,1197,20.4
MAHINDRA ,2017,1625000,2179,16
TATA,2006,85000,1405,16.8
HYUNDAI,2018,450000,1197,18.9
TATA,2017,360000,1047,27.28
MARUTI ,2020,390000,998,23.95
MARUTI ,2011,145000,1196,15.37
MAHINDRA ,2012,540000,2179,12.05
TOYOTA ,2008,290000,2494,12.8
TATA,2013,300000,1396,25
FORD,2017,565000,1196,18.16
MAHINDRA ,2011,441000,2609,10.5
HYUNDAI,2011,180000,814,21.1
HYUNDAI,2013,200000,814,21.1
MARUTI ,2005,85000,796,19.7
TATA,2006,67500,1396,17.88
MARUTI ,2016,700000,1248,24.3
VOLKSWAGEN,2010,275000,1199,22.07
HYUNDAI,2019,600000,1197,18.9
MAHINDRA ,2011,250000,2489,13
MAHINDRA ,2016,600000,2523,15.96
FIAT,2010,200000,1248,20.4
HYUNDAI,2015,425000,1120,24
MARUTI ,2012,420000,1248,19.3
HYUNDAI,2012,321000,1396,23
MAHINDRA ,2012,350000,2498,14
HONDA ,2017,490000,1198,17.8
MAHINDRA ,2015,680000,2523,15.4
MARUTI ,2016,298000,998,23.95
MAHINDRA ,2011,450000,2179,13.5
TATA,2012,250000,1248,22.3
FORD,2013,1075000,2953,12.8
HYUNDAI,2017,500000,1197,18.9
FORD,2019,681000,1194,19
MAHINDRA ,2014,650000,2179,15.1
CHEVROLET ,2008,80000,1150,15.26
MAHINDRA ,2009,290000,2523,13.6
MAHINDRA ,2006,220000,2179,10.5
HYUNDAI,2009,120000,1086,0
DATSUN ,2017,229999,799,22.7
MAHINDRA ,2003,150000,2523,13.6
MARUTI ,2014,500000,1197,19.1
TATA,2013,175000,1396,19.09
FORD,2019,720000,1194,19
MARUTI ,2012,100000,796,16.1
HONDA ,2009,250000,1799,12.9
MAHINDRA ,2014,810000,2179,15.1
MARUTI ,2010,165000,796,19.7
CHEVROLET ,2016,409999,1994,12.2
MARUTI ,2013,430000,1248,22.9
DATSUN ,2015,300000,1198,20.62
MARUTI ,2011,350000,1248,19.3
RENAULT ,2018,400000,999,23.01
CHEVROLET ,2016,420000,1248,18.2
MARUTI ,2015,430000,998,20.51
MARUTI ,2017,573000,1197,20.4
HYUNDAI,2015,210000,814,21.1
RENAULT ,2015,600000,1461,19.01
HONDA ,2008,150000,1497,17.7
TATA,2019,550000,1199,20.3
MARUTI ,2011,320000,1248,19.3
MARUTI ,2000,80000,796,16.1
HONDA ,2019,800000,1498,27.4
MARUTI ,2013,500000,1373,16.02
TATA,2011,229999,1248,18.8
MARUTI ,2013,500000,1373,16.02
HYUNDAI,2015,630000,1197,18.6
MARUTI ,2016,190000,796,16.8
TATA,2011,229999,1248,18.8
MAHINDRA ,2011,450000,2523,13.6
MARUTI ,2008,95000,796,19.7
MARUTI ,2009,101000,796,19.7
HONDA ,2016,500000,1498,25.8
TOYOTA ,2014,1019999,2494,12.99
HYUNDAI,2012,244000,814,21.1
MARUTI ,2013,250000,998,20.51
MARUTI ,2016,660000,1197,21.4
HYUNDAI,2010,270000,1197,18.5
MARUTI ,2012,280000,1248,23.2
HYUNDAI,2017,1050000,1582,19.67
MARUTI ,2017,525000,1197,20.85
HYUNDAI,2017,850000,1582,23.9
MAHINDRA ,2016,1165000,1997,16
MARUTI ,2012,345000,1197,18.6
HYUNDAI,2007,95000,1086,17.8
MARUTI ,2015,241000,796,22.74
MARUTI ,2015,235000,796,22.74
FORD,2015,615000,1498,22.77
MAHINDRA ,2014,350000,1461,20.8
MARUTI ,2014,350000,998,20.51
MARUTI ,2014,380000,998,20.51
TATA,2017,400000,2956,14.07
MARUTI ,2010,220000,998,19
TATA,2008,270000,2179,14.4
MARUTI ,2012,275000,1197,18.5
TATA,2009,125000,1405,17
HYUNDAI,2015,360000,1086,19.81
HYUNDAI,2019,550000,1197,18.9
FORD,2011,200000,1388,16.6
MAHINDRA ,2016,327000,1198,18.15
HYUNDAI,2016,425000,1086,19.81
MARUTI ,2017,620000,1248,28.4
TATA,2011,130000,1248,18.4
MARUTI ,2009,120000,796,19.7
MAHINDRA ,2011,400000,2179,12.05
HYUNDAI,2007,185000,1493,16.8
HYUNDAI,2015,204999,998,20.3
MARUTI ,2017,625000,1248,28.4
MARUTI ,2013,600000,1248,20.77
TATA,2011,150000,1396,12.8
RENAULT ,2017,300000,999,23.01
CHEVROLET ,2013,229999,1199,18.2
MARUTI ,2018,220000,796,16.8
HYUNDAI,2016,576000,1197,18.6
RENAULT ,2016,265000,799,25.17
HYUNDAI,2011,300000,1582,22.32
TATA,2017,420000,1047,24.7
MARUTI ,2015,750000,1248,20.77
RENAULT ,2017,290000,799,25.17
HYUNDAI,2011,160000,814,21.1
MARUTI ,2017,695000,1248,26.59
TOYOTA ,2015,1050000,1364,21.43
HYUNDAI,2013,400000,1197,18.5
HYUNDAI,2016,500000,1197,18.6
TATA,2010,150000,1248,21.12
MAHINDRA ,2016,400000,2179,14.02
TATA,2010,120000,1405,17
MAHINDRA ,2014,480000,2179,14.02
TATA,2013,200000,1405,19.09
FORD,2012,300000,1399,17.8
MARUTI ,2015,350000,998,23.1
RENAULT ,2019,580000,999,20
CHEVROLET ,2012,200000,936,25.44
MAHINDRA ,2016,750000,2179,11
RENAULT ,2016,261000,799,25.17
CHEVROLET ,2015,371000,1199,18.2
MAHINDRA ,2010,320000,2523,13.6
TATA,2012,204999,1396,19.09
HYUNDAI,2003,110000,1495,13.2
FORD,2009,150000,1399,17.7
MAHINDRA ,2016,625000,2523,15.96
MAHINDRA ,2017,1300000,1997,15.4
SKODA ,2015,900000,1968,20.6
FORD,2010,180000,1399,20
MAHINDRA ,2010,421000,2523,13.6
TATA,2012,204999,1396,19.09
HONDA ,2017,900000,1498,25.5
HONDA ,2006,165000,1497,17.7
HYUNDAI,2010,270000,1396,21.9
MARUTI ,2017,750000,1248,24.3
HYUNDAI,2019,750000,1197,18.6
MARUTI ,2002,40000,796,16.1
FORD,2011,190000,1399,20
TOYOTA ,2009,395000,2494,12.8
TOYOTA ,2010,800000,2982,11.5
HYUNDAI,2011,315000,1197,17
AUDI,2014,1600000,1968,16.55
TOYOTA ,2013,409999,1364,23.59
HYUNDAI,2018,580000,1197,18.9
HYUNDAI,2013,340000,1197,18.5
HYUNDAI,2015,270000,814,21.1
TATA,2017,280000,1248,22.95
TATA,2012,130000,1248,22.3
HYUNDAI,2014,260000,814,21.1
HYUNDAI,2018,710000,1186,24
MARUTI ,2013,204999,1196,15.1
DATSUN ,2017,300000,1198,20.62
MARUTI ,2009,180000,1248,19.3
MAHINDRA ,2016,700000,1493,18.49
HYUNDAI,2012,320000,1396,21.9
MARUTI ,2020,370000,796,22.05
RENAULT ,2018,340000,799,25.17
MARUTI ,2019,1040000,1462,19.01
HYUNDAI,2018,750000,1396,21.19
MAHINDRA ,2018,600000,2179,18.49
MAHINDRA ,2016,550000,2523,15.96
TOYOTA ,2013,600000,2494,12.99
TATA,2017,550000,1047,24.7
HONDA ,2015,750000,1498,25.1
HYUNDAI,2019,450000,1086,20.3
MARUTI ,2012,400000,1248,20.77
MARUTI ,2016,520000,1248,25.2
MARUTI ,2013,199000,998,20.2
CHEVROLET ,2012,150000,936,25.44
HYUNDAI,2016,540000,1396,21.19
MARUTI ,2011,250000,1248,21.5
MARUTI ,2010,200000,1061,18.9
TATA,2011,130000,1396,25
MARUTI ,2007,90000,796,16.1
HYUNDAI,2012,450000,1582,22.32
HYUNDAI,2009,280000,1493,18.1
TATA,2007,280000,2956,13.93
MARUTI ,2006,120000,993,17.3
MARUTI ,2008,290000,1248,17.8
HYUNDAI,2019,1000000,1396,22.1
MARUTI ,2012,415000,1248,19.3
MARUTI ,2012,415000,1248,23.4
CHEVROLET ,2015,240000,936,25.44
TATA,2010,250000,1248,18.4
FORD,2011,175000,1399,20
HYUNDAI,2008,220000,1493,16.8
MARUTI ,2003,85000,1527,20.8
MARUTI ,2019,675000,1197,21.21
RENAULT ,2016,535000,1461,19.87
RENAULT ,2019,675000,999,20
MARUTI ,2016,800000,1248,24.3
MARUTI ,2012,425000,1248,20.77
MARUTI ,2011,150000,1196,15.37
MARUTI ,2007,90000,1061,18.2
MAHINDRA ,2015,850000,2179,15.1
TOYOTA ,2008,330000,2494,12.8
HYUNDAI,2017,850000,1396,22.54
MAHINDRA ,2008,305000,2523,13.6
TOYOTA ,2013,910000,2494,12.99
TOYOTA ,2012,1100000,2494,12.8
MARUTI ,2019,675000,1197,21.4
MARUTI ,2010,150000,796,19.7
MARUTI ,2015,550000,1248,25.2
VOLKSWAGEN,2012,350000,1598,20.54
MARUTI ,2012,300000,1248,23.2
TOYOTA ,2018,1745000,2755,11.36
MAHINDRA ,2014,611000,2523,14
HONDA ,2016,400000,1198,19.4
HYUNDAI,2013,700000,1582,22.7
CHEVROLET ,2013,300000,1248,22.1
HYUNDAI,2005,65000,1341,15.3
MARUTI ,2011,200000,998,18.9
HYUNDAI,2015,650000,1396,22.54
HYUNDAI,2015,650000,1396,22.54
VOLKSWAGEN,2013,350000,1199,22.07
TATA,2011,75000,1396,17.88
MARUTI ,2010,240000,1298,17.5
MARUTI ,2013,240000,998,20.92
TATA,2011,180000,1248,18.4
HYUNDAI,2014,900000,2199,13.01
MAHINDRA ,2014,425000,2523,18.06
CHEVROLET ,2009,95000,995,18
MARUTI ,2018,811000,1248,28.4
HYUNDAI,2018,1100000,1591,17
CHEVROLET ,2013,600000,2499,13.58
MARUTI ,2014,550000,1248,20.77
MAHINDRA ,2015,715000,2179,15.4
TATA,2006,100000,1405,16.1
MAHINDRA ,2013,500000,2523,14
MARUTI ,2013,350000,998,20.51
TATA,2008,100000,1405,16.8
TATA,2012,325000,2179,13.93
MARUTI ,2012,220000,998,18.9
MARUTI ,1999,55000,796,16.1
RENAULT ,2016,330000,799,25.17
MAHINDRA ,2014,480000,2523,15.96
MARUTI ,2018,950000,1248,25.1
HYUNDAI,2011,300000,1493,16.2
HYUNDAI,2006,170000,1599,13.9
TOYOTA ,2013,850000,2494,12.99
TATA,2019,900000,1047,24.7
TOYOTA ,2015,1325000,2494,12.99
FORD,2012,350000,1399,17.8
FORD,2012,425000,1399,20
FORD,2016,600000,1498,26.1
FORD,2014,750000,1498,22.7
FORD,2012,450000,1399,17.8
FORD,2010,325000,1498,25.5
MAHINDRA ,2013,900000,2179,15.1
FORD,2013,600000,1498,22.77
HYUNDAI,2019,1100000,1591,17
TATA,2017,520000,1199,23.84
MAHINDRA ,2015,885000,2179,15.4
TATA,2018,950000,1497,21.5
HONDA ,2008,229999,1497,17
MARUTI ,2013,409999,1248,23.2
FORD,2011,300000,1399,17.8
TATA,2008,175000,1405,16.8
MARUTI ,2000,108000,796,19.7
MARUTI ,2017,425000,998,23.1
CHEVROLET ,2011,272000,1991,16.52
HYUNDAI,2013,310000,1086,19.81
HYUNDAI,2017,1125000,1396,21.38
HYUNDAI,2014,450000,1197,19.1
VOLKSWAGEN,2011,388000,1199,22.07
HYUNDAI,2011,400000,1599,16.2
HONDA ,2015,760000,1498,25.1
MARUTI ,2009,120000,796,19.7
MARUTI ,2019,757000,1248,28.4
MARUTI ,2015,270000,796,22.74
TATA,2011,250000,2179,13.55
TOYOTA ,2011,800000,2494,12.8
TOYOTA ,2014,1380000,2982,13
MAHINDRA ,2014,700000,2498,16.55
HONDA ,2016,450000,1498,24.2
MAHINDRA ,2018,650000,1198,18.15
MAHINDRA ,2013,950000,2179,15.1
TOYOTA ,2007,626000,2494,12.8
MARUTI ,2019,600000,1197,21.21
RENAULT ,2019,290000,799,25.17
MARUTI ,2013,215000,998,20.92
RENAULT ,2016,250000,799,25.17
MARUTI ,2017,750000,1248,24.52
MARUTI ,2016,250000,998,23.95
HONDA ,2017,950000,1497,15.4
FORD,2018,793000,1498,25.83
HYUNDAI,2015,750000,1582,19.67
HONDA ,2017,725000,1199,18.2
HYUNDAI,2016,480000,1120,24
BMW ,2013,3750000,2993,11.2
MARUTI ,2018,795000,1197,21.21
HONDA ,2016,625000,1199,18.7
MERCEDES,2016,2900000,2143,13
MARUTI ,2017,625000,1248,26.8
CHEVROLET ,2011,440000,1991,18.1
TOYOTA ,2018,1400000,1798,14.28
TOYOTA ,2017,1450000,1794,14.53
MERCEDES,2017,2700000,2143,17.9
TOYOTA ,2019,1925000,2755,11.36
KIA ,2020,1900000,1493,17.8
MARUTI ,2017,844999,1248,28.09
SKODA ,2016,650000,1498,21.66
MARUTI ,2018,750000,1197,22
BMW ,2018,6000000,2993,17.09
HONDA ,2015,610000,1199,18.7
TOYOTA ,2018,2940000,2755,12.9
HYUNDAI,2017,1150000,1582,19.67
TOYOTA ,2016,1825000,2755,11.36
HYUNDAI,2018,890000,1197,17.4
JAGUAR ,2017,2625000,1999,13.6
LEXUS ,2019,5150000,2487,22.37
JAGUAR ,2017,3200000,1999,19.33
TATA,2015,503000,2179,14.1
VOLVO ,2019,3800000,1969,18
TOYOTA ,2016,2000000,2494,19.16
MARUTI ,2013,225000,998,21.79
MARUTI ,2018,740000,1248,27.39
HONDA ,2016,550000,1199,18.2
TOYOTA ,2013,750000,2494,12.99
MARUTI ,2019,650000,1197,22
TOYOTA ,2017,625000,1496,16.78
MARUTI ,2018,600000,1197,22
HYUNDAI,2017,450000,1186,24
BMW ,2019,5400000,1995,16.78
BMW ,2019,5500000,1995,16.78
HONDA ,2019,779000,1199,19
SKODA ,2016,645000,1598,14.3
VOLVO ,2018,2475000,1984,16.8
JAGUAR ,2017,2625000,1999,13.6
LEXUS ,2019,5150000,2487,22.37
JAGUAR ,2017,3200000,1999,19.33
TATA,2015,503000,2179,14.1
VOLVO ,2019,3800000,1969,18
TOYOTA ,2016,2000000,2494,19.16
MARUTI ,2013,225000,998,21.79
MARUTI ,2018,740000,1248,27.39
HONDA ,2016,550000,1199,18.2
TOYOTA ,2013,750000,2494,12.99
MARUTI ,2019,650000,1197,22
TOYOTA ,2017,625000,1496,16.78
MARUTI ,2018,600000,1197,22
HYUNDAI,2017,450000,1186,24
BMW ,2019,5400000,1995,16.78
BMW ,2019,5500000,1995,16.78
HONDA ,2019,779000,1199,19
SKODA ,2016,645000,1598,14.3
VOLVO ,2018,2475000,1984,16.8
JAGUAR ,2017,2625000,1999,13.6
LEXUS ,2019,5150000,2487,22.37
JAGUAR ,2017,3200000,1999,19.33
TATA,2015,503000,2179,14.1
VOLVO ,2019,3800000,1969,18
TOYOTA ,2016,2000000,2494,19.16
MARUTI ,2013,225000,998,21.79
MARUTI ,2018,740000,1248,27.39
HONDA ,2016,550000,1199,18.2
TOYOTA ,2013,750000,2494,12.99
MARUTI ,2019,650000,1197,22
TOYOTA ,2017,625000,1496,16.78
MARUTI ,2018,600000,1197,22
HYUNDAI,2017,450000,1186,24
BMW ,2019,5400000,1995,16.78
BMW ,2019,5500000,1995,16.78
HONDA ,2019,779000,1199,19
SKODA ,2016,645000,1598,14.3
VOLVO ,2018,2475000,1984,16.8
JAGUAR ,2017,2625000,1999,13.6
LEXUS ,2019,5150000,2487,22.37
JAGUAR ,2017,3200000,1999,19.33
TATA,2015,503000,2179,14.1
VOLVO ,2019,3800000,1969,18
TOYOTA ,2016,2000000,2494,19.16
MARUTI ,2013,225000,998,21.79
MARUTI ,2018,740000,1248,27.39
HONDA ,2016,550000,1199,18.2
TOYOTA ,2013,750000,2494,12.99
MARUTI ,2019,650000,1197,22
TOYOTA ,2017,625000,1496,16.78
MARUTI ,2018,600000,1197,22
HYUNDAI,2017,450000,1186,24
BMW ,2019,5400000,1995,16.78
BMW ,2019,5500000,1995,16.78
HONDA ,2019,779000,1199,19
SKODA ,2016,645000,1598,14.3
VOLVO ,2018,2475000,1984,16.8
TATA,2017,385000,1396,25
MARUTI ,2016,400000,998,23.1
HYUNDAI,2018,550000,1186,24
CHEVROLET ,2010,270000,2499,14.8
TATA,2013,200000,1396,19.09
RENAULT ,2016,310000,799,25.17
HYUNDAI,2019,700000,1186,25.4
CHEVROLET ,2015,480000,1248,22.1
MARUTI ,2005,90000,796,19.7
MARUTI ,2005,80000,796,19.7
MARUTI ,2015,350000,1248,23.2
MARUTI ,2017,600000,1248,23.65
MAHINDRA ,2011,350000,2179,13.5
MARUTI ,2018,770000,1248,24.3
MAHINDRA ,2012,350000,1461,21.03
MAHINDRA ,2011,600000,2179,12.05
MAHINDRA ,2016,750000,1493,18.49
MARUTI ,2016,340000,998,20.51
HYUNDAI,2018,650000,1197,18.6
HYUNDAI,2014,300000,1197,20.36
MARUTI ,2014,204999,796,22.74
MAHINDRA ,2012,254999,1461,20.8
FORD,2017,650000,1196,18.16
HYUNDAI,2017,280000,814,21.1
TATA,2011,100000,1396,17.2
CHEVROLET ,2014,575000,2499,13.58
MARUTI ,2017,780000,1248,24.3
MAHINDRA ,2013,467000,2523,15.96
MAHINDRA ,2015,1050000,2179,15.4
HYUNDAI,2011,225000,1086,19.81
MAHINDRA ,2012,260000,1461,21.03
CHEVROLET ,2009,90000,995,16
FORD,2012,280000,1399,20
MAHINDRA ,2014,350000,1461,20.8
MAHINDRA ,2006,229999,2179,10.5
MAHINDRA ,2016,550000,2523,15.96
TOYOTA ,2013,850000,2494,12.99
MAHINDRA ,2011,370000,2523,13.6
MARUTI ,2013,250000,998,20.92
MARUTI ,2007,95000,796,19.7
MARUTI ,2010,180000,1061,18.9
MAHINDRA ,2016,650000,1493,17.45
HYUNDAI,2018,530000,1186,25.4
MARUTI ,2017,610000,1197,22
MAHINDRA ,2010,265000,2498,14
TATA,2018,560000,1199,23.84
MAHINDRA ,2014,430000,2523,15.96
MARUTI ,2017,711000,1248,28.4
MARUTI ,2015,511000,1197,20.85
MAHINDRA ,2012,450000,2523,15.96
TATA,2015,325000,1193,17.57
RENAULT ,2013,434999,1461,21.64
FORD,2010,210000,1399,20
MARUTI ,2007,160000,1586,15
MARUTI ,2017,650000,1373,17.5
HYUNDAI,2014,320000,1197,18.6
RENAULT ,2017,290000,999,23.01
TATA,2013,80000,624,25.4
TATA,2017,1100000,2179,14.1
MARUTI ,2015,600000,1248,26.21
RENAULT ,2017,340000,799,25.17
TOYOTA ,2014,750000,2494,12.99
MARUTI ,2006,100000,796,19.7
RENAULT ,2019,395000,799,25.17
MARUTI ,2010,200000,1061,18.9
MAHINDRA ,2012,180000,1390,13.87
MAHINDRA ,2008,190000,2523,13.6
MARUTI ,2015,310000,1196,15.37
MARUTI ,2014,351000,1248,23.2
CHEVROLET ,2006,190000,1599,17.4
HYUNDAI,2015,225000,814,21.1
CHEVROLET ,2012,130000,995,16.2
MARUTI ,2018,1000000,1248,28.09
TATA,2004,55000,1405,16.8
CHEVROLET ,2014,330000,1199,18.2
MARUTI ,2013,166000,796,16.8
MAHINDRA ,2013,200000,2498,14
MARUTI ,2011,140000,998,20.92
HYUNDAI,2019,720000,1197,17.4
HYUNDAI,2015,500000,1396,21.19
HYUNDAI,2019,570000,1197,20.14
MARUTI ,2010,210000,1197,17.5
MARUTI ,2009,120000,796,19.7
HYUNDAI,2005,95000,1341,15.3
HYUNDAI,2010,196000,1197,16.95
MARUTI ,2016,392000,1196,15.37
TATA,2010,150000,1368,15
HONDA ,2017,595000,1497,15.4
MARUTI ,2018,833000,1248,24.3
MARUTI ,2011,280000,1248,22.9
MARUTI ,2003,35000,796,16.1
MARUTI ,2009,180000,1248,21.1
MARUTI ,2012,225000,998,18.9
MERCEDES,2012,1400000,2143,14.84
HYUNDAI,2009,340000,1396,23
TOYOTA ,2010,550000,2494,12.8
MARUTI ,2017,400000,998,20.51
HYUNDAI,2006,90000,1341,15.3
MARUTI ,2015,650000,1248,28.09
TOYOTA ,2012,730000,2494,12.99
CHEVROLET ,2010,125000,1150,15.26
HYUNDAI,2006,81000,1341,15.3
MARUTI ,2007,170000,1298,16.1
HONDA ,2002,81000,1493,13
MARUTI ,2005,95000,796,19.7
TATA,2010,55000,624,26
RENAULT ,2017,880000,1461,19.98
RENAULT ,2015,200000,799,25.17
MARUTI ,2019,480000,1197,20.52
MAHINDRA ,2013,480000,2523,15.96
HYUNDAI,2018,700000,1197,18.6
HONDA ,2016,850000,1498,21.9
TATA,2012,300000,1396,23.57
HYUNDAI,2017,650000,1197,18.6
MARUTI ,2010,220000,1197,21.1
TATA,2014,300000,1405,19.09
MARUTI ,2014,450000,1248,23.4
MARUTI ,2014,400000,1248,25.2
MARUTI ,2018,1030000,1248,25.1
TATA,2010,190000,1248,18.8
FORD,2006,140000,1388,16.6
HYUNDAI,2018,800000,1396,21.19
MAHINDRA ,2007,229999,2609,10.5
TATA,2011,300000,2179,13.93
VOLKSWAGEN,2011,375000,1598,20.54
CHEVROLET ,2010,140000,1199,18.6
MARUTI ,2004,60000,796,19.7
HYUNDAI,2014,420000,1120,24.4
RENAULT ,2012,300000,1461,23.08
TATA,2012,150000,1248,22.3
FORD,2015,600000,1498,22.77
FORD,2011,204999,1399,20
HYUNDAI,2017,625000,1186,25.4
FIAT,2011,280000,1248,20.5
HYUNDAI,2014,1050000,2199,13.01
CHEVROLET ,2009,250000,1598,12.9
TATA,2010,535000,2179,11.57
HONDA ,2009,400000,2354,11.7
MARUTI ,2019,610000,1197,21.21
MARUTI ,2014,509999,1248,23.4
TATA,2014,521000,2179,14
MARUTI ,2014,511000,1248,23.4
HYUNDAI,2014,451000,1396,22.54
HYUNDAI,2009,170000,1197,20.36
MARUTI ,2013,450000,1248,23.4
HONDA ,2011,375000,1497,17
MARUTI ,2016,305000,796,22.74
RENAULT ,2016,315000,799,25.17
CHEVROLET ,2016,250000,1248,22.1
FORD,2012,200000,1399,20
FORD,2018,950000,1498,23
RENAULT ,2012,400000,1461,19.01
MARUTI ,2014,509999,1248,22.9
HONDA ,2008,375000,1799,13.5
MARUTI ,2005,150000,998,18.9
MARUTI ,2006,75000,998,18.9
HYUNDAI,2015,465000,1396,17.43
HYUNDAI,2019,700000,1186,24
MAHINDRA ,2015,950000,1997,15.4
HYUNDAI,2017,610000,1197,18.6
MARUTI ,2014,235000,796,22.74
MARUTI ,2017,330000,1196,15.37
NISSAN ,2014,472000,1461,20.45
MARUTI ,2019,585000,1197,21.21
MAHINDRA ,2018,500000,909,23.5
MARUTI ,2019,360000,998,23.95
MARUTI ,2016,649000,1248,26.59
MARUTI ,2017,200000,796,16.8
HYUNDAI,2014,400000,1120,24
MARUTI ,2015,250000,793,27.62
MAHINDRA ,2018,1200000,1497,17.3
MARUTI ,2009,250000,1248,17.8
TOYOTA ,2013,819999,2494,12.99
MAHINDRA ,2014,800000,2179,15.1
FORD,2013,429000,999,18.88
HYUNDAI,2010,150000,1086,17.92
CHEVROLET ,2012,170000,936,25.44
HONDA ,2014,335000,1198,19.4
HYUNDAI,2015,465000,1197,18.9
RENAULT ,2013,360000,1461,19.01
HYUNDAI,2018,570000,1186,25.4
RENAULT ,2012,350000,1461,19.01
MARUTI ,2017,700000,1373,17.5
RENAULT ,2012,375000,1461,19.01
HYUNDAI,2013,325000,1396,21.9
VOLKSWAGEN,2011,260000,1598,20.54
MARUTI ,2009,130000,796,19.7
TATA,2008,150000,2179,11.57
HYUNDAI,2014,220000,1086,17.92
HYUNDAI,2014,275000,1197,20.36
MARUTI ,2017,455000,1248,25.2
HYUNDAI,2017,570000,1197,18.6
VOLKSWAGEN,2013,330000,1598,20.54
TOYOTA ,2018,1576000,2393,13.68
MARUTI ,2012,450000,1248,20.77
HYUNDAI,2014,250000,814,21.1
HYUNDAI,2010,165000,1197,20.36
MAHINDRA ,2013,800000,2696,11.18
HONDA ,2018,680000,1199,18.7
TATA,2017,525000,1199,20.3
HONDA ,2016,825000,1497,16.8
MARUTI ,2017,750000,1248,25.1
MAHINDRA ,2017,950000,2179,15.4
MAHINDRA ,2017,950000,2179,15.4
HYUNDAI,2017,675000,1396,21.9
TATA,2019,490000,1199,23.84
MAHINDRA ,2018,775000,1493,18.49
HONDA ,2009,350000,1497,17
HONDA ,2016,475000,1198,19.4
MAHINDRA ,2017,950000,2179,15.4
HONDA ,2010,350000,1497,17.4
MARUTI ,2016,400000,998,21.79
MARUTI ,2001,75000,796,16.1
FORD,2017,850000,1498,22.7
MARUTI ,2008,175000,998,18.9
MAHINDRA ,2014,570000,2523,15.96
RENAULT ,2013,525000,1461,19.01
HYUNDAI,2012,270000,1197,20.36
HYUNDAI,2019,434999,1086,20.3
HYUNDAI,2015,495000,1197,18.6
HYUNDAI,2016,575000,1396,22.54
HYUNDAI,2017,600000,1197,20.14
HYUNDAI,2015,700000,1591,17.01
HONDA ,2014,560000,1498,26
MAHINDRA ,2005,250000,2523,13.6
SKODA ,2013,409999,1598,15
NISSAN ,2016,495000,1461,19.87
HYUNDAI,2014,470000,1197,18.6
HONDA ,2013,350000,1498,24.7
TOYOTA ,2020,1560000,2393,13.68
HONDA ,2015,480000,1199,18.7
TOYOTA ,2013,270000,1364,23.59
MAHINDRA ,2018,660000,1498,21
MARUTI ,2017,490000,1197,20.89
MARUTI ,2017,800000,1248,24.3
NISSAN ,2011,350000,1498,16.95
FORD,2011,170000,1399,17.8
TATA,2011,125000,1248,18
MARUTI ,2012,400000,1248,19.3
NISSAN ,2011,250000,1498,16.95
FIAT,2010,190000,1248,20.4
MARUTI ,2010,125000,796,19.7
JEEP,2017,1950000,1956,16.3
AUDI,2011,1300000,1968,12.8
TOYOTA ,2010,786000,2494,12.8
MARUTI ,2015,335000,998,20.51
MARUTI ,2009,114999,1061,18.9
VOLKSWAGEN,2012,229999,1199,22.07
HYUNDAI,2017,731000,1396,22.54
HYUNDAI,2012,395000,1582,22.32
MARUTI ,2015,500000,1248,26.59
HYUNDAI,2014,220000,814,21.1
FORD,2013,240000,1399,20
HYUNDAI,2010,215000,1396,23
MARUTI ,2012,400000,1248,22.9
MARUTI ,2012,191000,998,19
MAHINDRA ,2013,351000,2498,14
TATA,2015,250000,624,21.9
HYUNDAI,2009,210000,1493,18.1
TOYOTA ,2011,300000,1496,17.6
FORD,2017,700000,1498,25.83
HYUNDAI,2010,500000,1991,11.8
MARUTI ,2002,120000,796,16.1
HYUNDAI,2019,850000,1396,22.54
HONDA ,2017,770000,1498,25.5
HONDA ,2007,245000,1799,13.5
MARUTI ,2012,250000,998,20.92
HYUNDAI,2016,651000,1396,21.19
HONDA ,2013,480000,1497,16.8
MARUTI ,2015,470000,1248,25.2
HONDA ,2016,500000,1498,27.3
BMW ,2011,1075000,1998,19.62
MARUTI ,2016,690000,1248,25.1
MARUTI ,2018,480000,1197,20.89
MARUTI ,2013,450000,1248,28.4
MARUTI ,2018,770000,1248,24.3
MAHINDRA ,2015,445000,1498,21
HYUNDAI,2018,700000,1197,18.6
MARUTI ,2014,560000,1248,20.77
FORD,2013,475000,1498,21.7
HONDA ,2014,465000,1498,27.4
MARUTI ,2017,520000,1248,23.4
TATA,2011,225000,1368,15
MARUTI ,2015,700000,1373,16.02
MARUTI ,2017,780000,1248,24.3
HONDA ,2006,93150,1497,17.7
MAHINDRA ,2016,403000,1493,17.21
HYUNDAI,2009,229999,1086,19.81
MARUTI ,2016,525000,1248,26.59
MARUTI ,2014,560000,1373,16.02
MAHINDRA ,2020,830000,2179,15.1
MARUTI ,2011,250000,1248,21.1
MAHINDRA ,2014,450000,2523,15.96
MAHINDRA ,2016,745000,1997,15.4
FORD,2010,144000,1399,20
MARUTI ,2008,120000,1061,18.2
TATA,2008,300000,2179,11.57
